customer_last_name,film_list
DIAZ,"CALIFORNIA BIRDS,CHAPLIN LICENSE,CONNECTION MICROCOSMOS,DIVIDE MONSTER,DURHAM PANKY,DYNAMITE TARZAN,EARRING INSTINCT,FEUD FROGMEN,FLAMINGOS CONNECTICUT,GENTLEMEN STAGE,HIGH ENCINO,HOLLOW JEOPARDY,LAWRENCE LOVE,MOB DUFFEL,NOVOCAINE FLIGHT,PRINCESS GIANT,PRINCESS GIANT,PUNK DIVORCE,ROOTS REMEMBER,SLIPPER FIDELITY,SORORITY QUEEN,SUGAR WONKA,SUNRISE LEAGUE,TROOPERS METAL"
DIXON,"ACE GOLDFINGER,ALASKA PHANTOM,AUTUMN CROW,BINGO TALENTED,BUTTERFLY CHOCOLAT,CLERKS ANGELS,DIVINE RESURRECTION,EARRING INSTINCT,GHOSTBUSTERS ELF,GREEK EVERYONE,HANKY OCTOBER,HILLS NEIGHBORS,JERICHO MULAN,KICK SAVANNAH,LOSE INCH,MENAGERIE RUSHMORE,OZ LIAISONS,PICKUP DRIVING,PITY BOUND,REAP UNFAITHFUL,RIVER OUTLAW,SECRET GROUNDHOG,SPEAKEASY DATE,STORY SIDE,WARS PLUTO,WHALE BIKINI,WITCHES PANIC"
DOUGLAS,"BADMAN DAWN,BALLOON HOMEWARD,BILL OTHERS,BINGO TALENTED,BROTHERHOOD BLANKET,CANDLES GRAPES,COLOR PHILADELPHIA,CONFUSED CANDLES,DIRTY ACE,FLAMINGOS CONNECTICUT,GENTLEMEN STAGE,HARDLY ROBBERS,HEARTBREAKERS BRIGHT,HOLLYWOOD ANONYMOUS,HOOSIERS BIRDCAGE,ILLUSION AMELIE,INDEPENDENCE HOTEL,INTERVIEW LIAISONS,JASON TRAP,JET NEIGHBORS,LOUISIANA HARRY,MOD SECRETARY,NATIONAL STORY,OPEN AFRICAN,OPUS ICE,PULP BEVERLY,REMEMBER DIARY,RIDER CADDYSHACK,ROBBERY BRIGHT,SCARFACE BANG,SHEPHERD MIDSUMMER,TOMORROW HUSTLER,TRACY CIDER,TRIP NEWTON,UNBREAKABLE KARATE,VOLCANO TEXAS,WRATH MILE"
DOUGLASS,"ALTER VICTORY,BEAR GRACELAND,CAMELOT VACATION,CAUSE DATE,CLASH FREDDY,CONGENIALITY QUEST,FATAL HAUNTED,GHOST GROUNDHOG,GILBERT PELICAN,GUNFIGHT MOON,HANOVER GALAXY,HAUNTING PIANIST,HOLES BRANNIGAN,HUNTING MUSKETEERS,LOLITA WORLD,MARS ROMAN,MUSCLE BRIGHT,RUSH GOODFELLAS,SCORPION APOLLO,SNOWMAN ROLLERCOASTER,SPICE SORORITY,USUAL UNTOUCHABLES,WESTWARD SEABISCUIT"
DOWD,"ELEMENT FREDDY,ENEMY ODDS,GENTLEMEN STAGE,HALLOWEEN NUTS,HORROR REIGN,JUMPING WRATH,MALKOVICH PET,METROPOLIS COMA,MOON BUNCH,NOTORIOUS REUNION,PRIMARY GLASS,SAMURAI LION,SHREK LICENSE,STAR OPERATION,SWEDEN SHINING,TIMBERLAND SKY,UNFORGIVEN ZOOLANDER,VIETNAM SMOOCHY,VIETNAM SMOOCHY"
DUGGAN,"ACADEMY DINOSAUR,CAROL TEXAS,CHANCE RESURRECTION,CHEAPER CLYDE,DARLING BREAKING,FLATLINERS KILLER,FREAKY POCUS,FRIDA SLIPPER,FUGITIVE MAGUIRE,GHOST GROUNDHOG,GOODFELLAS SALUTE,HOLIDAY GAMES,HORROR REIGN,INDEPENDENCE HOTEL,INVASION CYCLONE,MICROCOSMOS PARADISE,MOON BUNCH,MOTIONS DETAILS,NEMO CAMPUS,NETWORK PEAK,PATIENT SISTER,RAGE GAMES,SATURN NAME,SEVEN SWARM,STEPMOM DREAM"
DUNCAN,"AMADEUS HOLY,CHRISTMAS MOONSHINE,DOORS PRESIDENT,DUFFEL APOCALYPSE,HOLOCAUST HIGHBALL,MALLRATS UNITED,MOTHER OLEANDER,MURDER ANTITRUST,NORTHWEST POLISH,OTHERS SOUP,PIANIST OUTFIELD,REAR TRADING,RIDER CADDYSHACK,ROCK INSTINCT,RUSHMORE MERMAID,SILENCE KANE,SLACKER LIAISONS,SLEEPING SUSPECTS,SMOOCHY CONTROL,VOYAGE LEGALLY,WARDROBE PHANTOM,WEDDING APOLLO,WONDERLAND CHRISTMAS"
DUNN,"ALASKA PHANTOM,BAREFOOT MANCHURIAN,CHAINSAW UPTOWN,CIRCUS YOUTH,DORADO NOTTING,ELEMENT FREDDY,ESCAPE METROPOLIS,FIGHT JAWBREAKER,GODFATHER DIARY,GRAPES FURY,HOMICIDE PEACH,INTOLERABLE INTENTIONS,IRON MOON,MIDSUMMER GROUNDHOG,MIGHTY LUCK,MIGHTY LUCK,MOB DUFFEL,NETWORK PEAK,OUTFIELD MASSACRE,QUEEN LUKE,RIDGEMONT SUBMARINE,ROBBERY BRIGHT,SATURDAY LAMBS,SIERRA DIVIDE,SPIKING ELEMENT,TRACY CIDER,WAR NOTTING"
EAST,"AFFAIR PREJUDICE,ALIEN CENTER,BEDAZZLED MARRIED,CASABLANCA SUPER,COLOR PHILADELPHIA,DOUBTFIRE LABYRINTH,DROP WATERFRONT,FAMILY SWEET,FERRIS MOTHER,FLASH WARS,GENTLEMEN STAGE,GRAFFITI LOVE,GREEK EVERYONE,HEAVEN FREEDOM,HOLLYWOOD ANONYMOUS,INSTINCT AIRPORT,INTRIGUE WORST,MALKOVICH PET,MASKED BUBBLE,MENAGERIE RUSHMORE,METAL ARMAGEDDON,OKLAHOMA JUMANJI,QUILLS BULL,SEATTLE EXPECATIONS,SLEUTH ORIENT,SMOKING BARBARELLA,SUPER WYOMING,UNITED PILOT,VAMPIRE WHALE,ZHIVAGO CORE"
EASTER,"ALTER VICTORY,BACKLASH UNDEFEATED,BLUES INSTINCT,BUCKET BROTHERHOOD,CASUALTIES ENCINO,CAT CONEHEADS,FLYING HOOK,INDIAN LOVE,MOONSHINE CABIN,MURDER ANTITRUST,ROAD ROXANNE,ROBBERS JOON,ROSES TREASURE,ROSES TREASURE,SASSY PACKER,SHRUNK DIVINE,SLEEPING SUSPECTS,SUGAR WONKA,SWARM GOLD,TIMBERLAND SKY,TRAMP OTHERS,UNBREAKABLE KARATE,WAGON JAWS,WHISPERER GIANT,WOLVES DESIRE,WONDERLAND CHRISTMAS"
EBERT,"CARRIE BUNCH,CLEOPATRA DEVIL,ENCINO ELF,ENEMY ODDS,FORWARD TEMPLE,GENTLEMEN STAGE,GLASS DYING,HURRICANE AFFAIR,JACKET FRISCO,LONELY ELEPHANT,LOVE SUICIDES,MASSACRE USUAL,MICROCOSMOS PARADISE,PELICAN COMFORTS,PRINCESS GIANT,RECORDS ZORRO,SEA VIRGIN,SENSIBILITY REAR,SONG HEDWIG,SPEED SUIT,UNDEFEATED DALMATIONS,WASH HEAVENLY,WORKER TARZAN"
EDWARDS,"AFRICAN EGG,ANNIE IDENTITY,BACKLASH UNDEFEATED,BONNIE HOLOCAUST,BULL SHAWSHANK,CLEOPATRA DEVIL,CROSSROADS CASUALTIES,DARES PLUTO,ELEPHANT TROJAN,ELIZABETH SHANE,EXCITEMENT EVE,HALL CASSIDY,HOUSE DYNAMITE,LICENSE WEEKEND,LUKE MUMMY,MINE TITANS,MULHOLLAND BEAST,PAST SUICIDES,RAGE GAMES,RANGE MOONWALKER,REQUIEM TYCOON,RIDGEMONT SUBMARINE,RIGHT CRANES,RUGRATS SHAKESPEARE,SHOW LORD,SLEUTH ORIENT,SPARTACUS CHEAPER,TELEGRAPH VOYAGE"
EGGLESTON,"ANGELS LIFE,BENEATH RUSH,CAPER MOTIONS,CASABLANCA SUPER,CHANCE RESURRECTION,CHILL LUCK,DRUMS DYNAMITE,ENGLISH BULWORTH,FERRIS MOTHER,FLAMINGOS CONNECTICUT,HOUSE DYNAMITE,JERICHO MULAN,LIAISONS SWEET,LIAISONS SWEET,MEMENTO ZOOLANDER,QUILLS BULL,REEF SALUTE,RESURRECTION SILVERADO,SAINTS BRIDE,SATURDAY LAMBS,SCHOOL JACKET,SHOCK CABIN,TOURIST PELICAN,UNCUT SUICIDES,UNDEFEATED DALMATIONS,UNFORGIVEN ZOOLANDER,WASH HEAVENLY,WORDS HUNTER"
ELLINGTON,"ALASKA PHANTOM,BASIC EASY,BLADE POLISH,CHILL LUCK,FANTASIA PARK,GAMES BOWFINGER,GO PURPLE,GOLDMINE TYCOON,GRAPES FURY,GROUNDHOG UNCUT,HALL CASSIDY,HANKY OCTOBER,HOUSE DYNAMITE,KWAI HOMEWARD,MARS ROMAN,MODEL FISH,NIGHTMARE CHILL,PAJAMA JAWBREAKER,ROCK INSTINCT,TIMBERLAND SKY,TOWN ARK,VIRGINIAN PLUTO,VOLCANO TEXAS,WAR NOTTING,WONDERLAND CHRISTMAS,WONDERLAND CHRISTMAS"
ELLIOTT,"ALADDIN CALENDAR,CHAMBER ITALIAN,CHICAGO NORTH,DARN FORRESTER,DESERT POSEIDON,EVERYONE CRAFT,FORWARD TEMPLE,GAMES BOWFINGER,GANGS PRIDE,GORGEOUS BINGO,HAUNTING PIANIST,HOPE TOOTSIE,INSTINCT AIRPORT,MARS ROMAN,MONSTER SPARTACUS,SECRETS PARADISE,SENSE GREEK,SENSIBILITY REAR,STRANGELOVE DESIRE,SUNRISE LEAGUE,SUNRISE LEAGUE,TOMATOES HELLFIGHTERS,VERTIGO NORTHWEST,VIDEOTAPE ARSENIC,WORKER TARZAN"
ELLIS,"ALAMO VIDEOTAPE,ARTIST COLDBLOODED,ATLANTIS CAUSE,BEAST HUNCHBACK,BEDAZZLED MARRIED,BETRAYED REAR,BUGSY SONG,CLUE GRAIL,CLUELESS BUCKET,COMA HEAD,CREEPERS KANE,CROSSROADS CASUALTIES,DETAILS PACKER,DIARY PANIC,DRAGONFLY STRANGERS,ENOUGH RAGING,ENTRAPMENT SATISFACTION,FLAMINGOS CONNECTICUT,GREEK EVERYONE,HAWK CHILL,HOLES BRANNIGAN,HYDE DOCTOR,ILLUSION AMELIE,MAIDEN HOME,MATRIX SNOWMAN,PATTON INTERVIEW,QUEST MUSSOLINI,RECORDS ZORRO,ROBBERS JOON,SLACKER LIAISONS,STRANGELOVE DESIRE,TRUMAN CRAZY,VALLEY PACKER"
ELROD,"ALLEY EVOLUTION,ALONE TRIP,ARMAGEDDON LOST,BERETS AGENT,BEVERLY OUTLAW,BORROWERS BEDAZZLED,BOUND CHEAPER,BOWFINGER GABLES,CHILL LUCK,DETAILS PACKER,DIVINE RESURRECTION,DRUMS DYNAMITE,FALCON VOLUME,FIREBALL PHILADELPHIA,FLAMINGOS CONNECTICUT,FLATLINERS KILLER,FRISCO FORREST,GLEAMING JAWBREAKER,GO PURPLE,GUYS FALCON,HANDICAP BOONDOCK,HOLIDAY GAMES,INCH JET,MADNESS ATTACKS,MALTESE HOPE,NOON PAPI,PITY BOUND,REUNION WITCHES,SMOOCHY CONTROL,SPINAL ROCKY,TROUBLE DATE,TUXEDO MILE"
ELY,"BREAKING HOME,BUCKET BROTHERHOOD,CELEBRITY HORN,CHASING FIGHT,CLERKS ANGELS,CROOKED FROGMEN,EXPECATIONS NATURAL,INSECTS STONE,ISLAND EXORCIST,LEAGUE HELLFIGHTERS,OZ LIAISONS,PARTY KNOCK,REDS POCUS,SECRETS PARADISE,SLEEPLESS MONSOON,STRAIGHT HOURS,SWEETHEARTS SUSPECTS,WHALE BIKINI,WIND PHANTOM"
EMMONS,"ALABAMA DEVIL,APACHE DIVINE,DESERT POSEIDON,DRACULA CRYSTAL,EXPECATIONS NATURAL,GASLIGHT CRUSADE,GREASE YOUTH,HALL CASSIDY,HEAD STRANGER,HUNCHBACK IMPOSSIBLE,ITALIAN AFRICAN,JERK PAYCHECK,MONSTER SPARTACUS,MUSIC BOONDOCK,OKLAHOMA JUMANJI,OUTLAW HANKY,PATIENT SISTER,PELICAN COMFORTS,ROOTS REMEMBER,SCALAWAG DUCK,SILVERADO GOLDFINGER,SPOILERS HELLFIGHTERS,STRICTLY SCARFACE"
ESTEP,"ADAPTATION HOLES,BUTTERFLY CHOCOLAT,CHAMBER ITALIAN,CHARADE DUFFEL,CLEOPATRA DEVIL,DREAM PICKUP,EAGLES PANKY,EARLY HOME,ELEPHANT TROJAN,GRAFFITI LOVE,HANDICAP BOONDOCK,JACKET FRISCO,MIDNIGHT WESTWARD,MINE TITANS,OPEN AFRICAN,SEABISCUIT PUNK,STORM HAPPINESS,TITANS JERK,TRUMAN CRAZY,VALLEY PACKER,WAGON JAWS,WAIT CIDER,WAIT CIDER,WONKA SEA,ZORRO ARK"
EVANS,"ALASKA PHANTOM,BARBARELLA STREETCAR,BROOKLYN DESERT,DYNAMITE TARZAN,GANGS PRIDE,INNOCENT USUAL,JASON TRAP,JUGGLER HARDLY,LONELY ELEPHANT,MADNESS ATTACKS,MAGNOLIA FORRESTER,MICROCOSMOS PARADISE,SHEPHERD MIDSUMMER,SOUTH WAIT,TELEGRAPH VOYAGE,TERMINATOR CLUB,WORKER TARZAN"
FARNSWORTH,"ARACHNOPHOBIA ROLLERCOASTER,CASPER DRAGONFLY,CONEHEADS SMOOCHY,DATE SPEED,DREAM PICKUP,FICTION CHRISTMAS,FORREST SONS,FORRESTER COMANCHEROS,GANGS PRIDE,GIANT TROOPERS,GRAPES FURY,GREASE YOUTH,HARRY IDAHO,HEAVYWEIGHTS BEAST,HILLS NEIGHBORS,HOURS RAGE,KISS GLORY,LEGEND JEDI,MARRIED GO,OUTLAW HANKY,REBEL AIRPORT,RUN PACIFIC,SATURDAY LAMBS,SCALAWAG DUCK,SECRET GROUNDHOG,SHIP WONDERLAND,SIEGE MADRE,SLEUTH ORIENT,SLIPPER FIDELITY,TEEN APOLLO,TOMORROW HUSTLER"
FENNELL,"AMERICAN CIRCUS,BAKED CLEOPATRA,BLUES INSTINCT,CARRIE BUNCH,CASABLANCA SUPER,CONVERSATION DOWNHILL,CURTAIN VIDEOTAPE,DIVORCE SHINING,ENCOUNTERS CURTAIN,FORRESTER COMANCHEROS,GONE TROUBLE,GREEDY ROOTS,GRINCH MASSAGE,HIGHBALL POTTER,HYDE DOCTOR,LIES TREATMENT,MIDNIGHT WESTWARD,MIDNIGHT WESTWARD,MILLION ACE,MOTIONS DETAILS,MOVIE SHAKESPEARE,NETWORK PEAK,OUTFIELD MASSACRE,PURPLE MOVIE,ROBBERS JOON,RUSH GOODFELLAS,SCARFACE BANG,SLEEPY JAPANESE,TELEMARK HEARTBREAKERS,TRACY CIDER,TRAP GUYS,TROJAN TOMORROW,UPTOWN YOUNG,WASTELAND DIVINE,WONDERLAND CHRISTMAS,YOUTH KICK"
FERGUSON,"ARACHNOPHOBIA ROLLERCOASTER,BOUND CHEAPER,CARRIE BUNCH,CELEBRITY HORN,CONGENIALITY QUEST,DANGEROUS UPTOWN,DORADO NOTTING,DUMBO LUST,EXCITEMENT EVE,FIDELITY DEVIL,FORREST SONS,IDOLS SNATCHERS,INTOLERABLE INTENTIONS,MONTEREY LABYRINTH,MUSCLE BRIGHT,PARADISE SABRINA,PELICAN COMFORTS,RANGE MOONWALKER,REIGN GENTLEMEN,ROCKY WAR,SIERRA DIVIDE,STAGE WORLD,STRANGELOVE DESIRE,TEEN APOLLO,VOICE PEACH"
FERNANDEZ,"ALASKA PHANTOM,DAISY MENAGERIE,DUDE BLINDNESS,HOMICIDE PEACH,ILLUSION AMELIE,ITALIAN AFRICAN,KICK SAVANNAH,KISS GLORY,LIES TREATMENT,METAL ARMAGEDDON,MOCKINGBIRD HOLLYWOOD,MOVIE SHAKESPEARE,PATTON INTERVIEW,PHILADELPHIA WIFE,TITANS JERK,TWISTED PIRATES,UPRISING UPTOWN"
FIELDS,"BALLOON HOMEWARD,CHARIOTS CONSPIRACY,DRACULA CRYSTAL,EDGE KISSING,ENCINO ELF,FEUD FROGMEN,FLATLINERS KILLER,FLYING HOOK,GENTLEMEN STAGE,HOME PITY,IDAHO LOVE,INCH JET,LADY STAGE,LESSON CLEOPATRA,LOLA AGENT,MILLION ACE,NETWORK PEAK,ODDS BOOGIE,PICKUP DRIVING,POTLUCK MIXED,PURE RUNNER,SCORPION APOLLO,TENENBAUMS COMMAND,TROUBLE DATE,UPRISING UPTOWN"
FISHER,"ALIEN CENTER,BINGO TALENTED,CHICKEN HELLFIGHTERS,EGYPT TENENBAUMS,FICTION CHRISTMAS,GORGEOUS BINGO,JUGGLER HARDLY,MAGNIFICENT CHITTY,MANCHURIAN CURTAIN,MONSOON CAUSE,MOURNING PURPLE,MUSCLE BRIGHT,NEWSIES STORY,PATTON INTERVIEW,PITY BOUND,PRESIDENT BANG,QUEST MUSSOLINI,REUNION WITCHES,ROAD ROXANNE,SAMURAI LION,SLUMS DUCK,TAXI KICK,TOMATOES HELLFIGHTERS,TOURIST PELICAN,VELVET TERMINATOR,VIRGINIAN PLUTO,VIRGINIAN PLUTO,WARDROBE PHANTOM,WITCHES PANIC"
FLEMING,"CAPER MOTIONS,CHAPLIN LICENSE,CHASING FIGHT,CONGENIALITY QUEST,CUPBOARD SINNERS,DEVIL DESIRE,EDGE KISSING,GABLES METROPOLIS,HARRY IDAHO,IMAGE PRINCESS,INNOCENT USUAL,MADISON TRAP,MAGUIRE APACHE,METROPOLIS COMA,MIXED DOORS,MOVIE SHAKESPEARE,MUSCLE BRIGHT,OUTFIELD MASSACRE,PITY BOUND,PLUTO OLEANDER,PULP BEVERLY,ROCKY WAR,UNBREAKABLE KARATE,VANISHING ROCKY"
FLETCHER,"BINGO TALENTED,CHAMPION FLATLINERS,CLOSER BANG,CONEHEADS SMOOCHY,CORE SUIT,DAY UNFAITHFUL,ESCAPE METROPOLIS,FALCON VOLUME,FANTASY TROOPERS,GALAXY SWEETHEARTS,GIANT TROOPERS,GRIT CLOCKWORK,GROOVE FICTION,HARRY IDAHO,HAUNTING PIANIST,HOBBIT ALIEN,HOLES BRANNIGAN,MIDNIGHT WESTWARD,MINE TITANS,MOSQUITO ARMAGEDDON,REIGN GENTLEMEN,REIGN GENTLEMEN,SIERRA DIVIDE,SONS INTERVIEW,STRANGERS GRAFFITI,TELEGRAPH VOYAGE,TOMORROW HUSTLER,TRADING PINOCCHIO,TRAMP OTHERS,VELVET TERMINATOR,VIDEOTAPE ARSENIC"
FLORES,"ALADDIN CALENDAR,AMADEUS HOLY,ARABIA DOGMA,BROTHERHOOD BLANKET,CANDLES GRAPES,CENTER DINOSAUR,CONGENIALITY QUEST,DOOM DANCING,DRIFTER COMMANDMENTS,DYING MAKER,ENEMY ODDS,FELLOWSHIP AUTUMN,FOOL MOCKINGBIRD,GASLIGHT CRUSADE,GRIT CLOCKWORK,HARDLY ROBBERS,HOOK CHARIOTS,HUNCHBACK IMPOSSIBLE,INDEPENDENCE HOTEL,LEBOWSKI SOLDIERS,MOURNING PURPLE,MUSCLE BRIGHT,RUSH GOODFELLAS,SEA VIRGIN,SECRETARY ROUGE,SORORITY QUEEN,SPOILERS HELLFIGHTERS,STOCK GLASS,VERTIGO NORTHWEST,VOYAGE LEGALLY,WATERFRONT DELIVERANCE,WILLOW TRACY"
FORD,"ARTIST COLDBLOODED,ATTACKS HATE,BARBARELLA STREETCAR,BRINGING HYSTERICAL,CABIN FLASH,CANDIDATE PERDITION,CONTROL ANTHEM,DANCES NONE,DRIFTER COMMANDMENTS,EASY GLADIATOR,ELEPHANT TROJAN,FIRE WOLVES,FIREBALL PHILADELPHIA,FLIGHT LIES,FRIDA SLIPPER,GABLES METROPOLIS,GREASE YOUTH,GUYS FALCON,HARPER DYING,HOBBIT ALIEN,LESSON CLEOPATRA,LIAISONS SWEET,LOUISIANA HARRY,NOTORIOUS REUNION,RAGING AIRPLANE,ROOTS REMEMBER,RUGRATS SHAKESPEARE,RUSH GOODFELLAS,SUN CONFESSIONS,TIMBERLAND SKY,TITANIC BOONDOCK,UNITED PILOT,VIRGINIAN PLUTO"
FORMAN,"ALIEN CENTER,BACKLASH UNDEFEATED,BASIC EASY,BENEATH RUSH,BUBBLE GROSSE,CLASH FREDDY,FISH OPUS,FRENCH HOLIDAY,GOSFORD DONNIE,HANKY OCTOBER,HIGH ENCINO,HONEY TIES,INTENTIONS EMPIRE,INTRIGUE WORST,JEDI BENEATH,METROPOLIS COMA,OPPOSITE NECKLACE,RACER EGG,RESURRECTION SILVERADO,ROOM ROMAN,SPIRIT FLINTSTONES,THEORY MERMAID,TITANS JERK,TRACY CIDER,WORKER TARZAN,WRATH MILE"
FORSYTHE,"BERETS AGENT,BLINDNESS GUN,BUCKET BROTHERHOOD,COAST RAINBOW,CONFIDENTIAL INTERVIEW,CONTACT ANONYMOUS,DOUBTFIRE LABYRINTH,DURHAM PANKY,EFFECT GLADIATOR,FATAL HAUNTED,GREATEST NORTH,GROOVE FICTION,GUNFIGHT MOON,JOON NORTHWEST,LEATHERNECKS DWARFS,MASSACRE USUAL,MIDNIGHT WESTWARD,NORTHWEST POLISH,ODDS BOOGIE,ORANGE GRAPES,REBEL AIRPORT,STEEL SANTA,STREETCAR INTENTIONS,SUNSET RACER,TENENBAUMS COMMAND,TIMBERLAND SKY,TRADING PINOCCHIO,UNFAITHFUL KILL"
FORTIER,"ARACHNOPHOBIA ROLLERCOASTER,BLACKOUT PRIVATE,CHAMPION FLATLINERS,CLOSER BANG,CONNECTICUT TRAMP,CONSPIRACY SPIRIT,DRIVING POLISH,FICTION CHRISTMAS,GALAXY SWEETHEARTS,GARDEN ISLAND,HAPPINESS UNITED,HOOK CHARIOTS,IMPACT ALADDIN,NETWORK PEAK,NIGHTMARE CHILL,PAST SUICIDES,SADDLE ANTITRUST,SALUTE APOLLO,STRANGERS GRAFFITI,UNFAITHFUL KILL"
FORTNER,"ANACONDA CONFESSIONS,ANGELS LIFE,BONNIE HOLOCAUST,CAPER MOTIONS,CLEOPATRA DEVIL,CONTACT ANONYMOUS,DESTINY SATURDAY,DINOSAUR SECRETARY,DRACULA CRYSTAL,GILMORE BOILED,GOLDFINGER SENSIBILITY,GROOVE FICTION,LEBOWSKI SOLDIERS,LOUISIANA HARRY,MEET CHOCOLATE,METROPOLIS COMA,ODDS BOOGIE,PICKUP DRIVING,ROBBERS JOON,SHINING ROSES,STEEL SANTA,SUNDANCE INVASION,TORQUE BOUND,TROOPERS METAL,VIDEOTAPE ARSENIC,WESTWARD SEABISCUIT"
FOSTER,"AIRPLANE SIERRA,ALADDIN CALENDAR,ARACHNOPHOBIA ROLLERCOASTER,CHANCE RESURRECTION,CLONES PINOCCHIO,DECEIVER BETRAYED,DRIVING POLISH,GENTLEMEN STAGE,GILMORE BOILED,HAUNTING PIANIST,JEOPARDY ENCINO,LOVELY JINGLE,NEWSIES STORY,OZ LIAISONS,PAJAMA JAWBREAKER,PRIMARY GLASS,RECORDS ZORRO,ROCKETEER MOTHER,SNOWMAN ROLLERCOASTER,STEPMOM DREAM,STORY SIDE,SUPER WYOMING,VIDEOTAPE ARSENIC"
FOUST,"ALAMO VIDEOTAPE,ATTRACTION NEWTON,CIDER DESIRE,CROOKED FROGMEN,CRUSADE HONEY,DOUBLE WRATH,DRIVER ANNIE,DUMBO LUST,DWARFS ALTER,EXPENDABLE STALLION,GUNFIGHTER MUSSOLINI,HEAVEN FREEDOM,HUNTING MUSKETEERS,ICE CROSSING,NAME DETECTIVE,PET HAUNTING,REAR TRADING,SECRETARY ROUGE,SPLASH GUMP,TIMBERLAND SKY,TORQUE BOUND,WASTELAND DIVINE,WIND PHANTOM,ZORRO ARK"
FOWLER,"ANNIE IDENTITY,BADMAN DAWN,BOWFINGER GABLES,CELEBRITY HORN,CRANES RESERVOIR,EXPENDABLE STALLION,FICTION CHRISTMAS,FISH OPUS,GAMES BOWFINGER,GREASE YOUTH,KICK SAVANNAH,LADY STAGE,NETWORK PEAK,PITY BOUND,POLLOCK DELIVERANCE,TELEMARK HEARTBREAKERS,TRAFFIC HOBBIT,TRUMAN CRAZY,WEDDING APOLLO,ZOOLANDER FICTION"
FOX,"ANACONDA CONFESSIONS,BREAKING HOME,CANDLES GRAPES,CAPER MOTIONS,DARLING BREAKING,FANTASY TROOPERS,FROST HEAD,FROST HEAD,GOLDFINGER SENSIBILITY,HUSTLER PARTY,ILLUSION AMELIE,IMPOSSIBLE PREJUDICE,INDIAN LOVE,INFORMER DOUBLE,INTRIGUE WORST,JACKET FRISCO,JAWS HARRY,MALKOVICH PET,MILLION ACE,MOCKINGBIRD HOLLYWOOD,MOTIONS DETAILS,MUSKETEERS WAIT,NOTORIOUS REUNION,PAST SUICIDES,ROCK INSTINCT,SOUTH WAIT,STAMPEDE DISTURBING,TITANIC BOONDOCK,TOURIST PELICAN,VARSITY TRIP,WITCHES PANIC"
FRALEY,"ANGELS LIFE,BUCKET BROTHERHOOD,CHICAGO NORTH,CLUB GRAFFITI,CONEHEADS SMOOCHY,EARRING INSTINCT,EASY GLADIATOR,ENEMY ODDS,FANTASY TROOPERS,HARPER DYING,HOUSE DYNAMITE,INSECTS STONE,INSIDER ARIZONA,JAPANESE RUN,KARATE MOON,KICK SAVANNAH,MONTEZUMA COMMAND,REDS POCUS,ROBBERS JOON,SHAKESPEARE SADDLE,SMOKING BARBARELLA,SONG HEDWIG,VICTORY ACADEMY"
FRANCISCO,"ACADEMY DINOSAUR,BETRAYED REAR,CALIFORNIA BIRDS,CAPER MOTIONS,CAROL TEXAS,COLOR PHILADELPHIA,DOGMA FAMILY,EFFECT GLADIATOR,FOREVER CANDIDATE,HEAVEN FREEDOM,INSIDER ARIZONA,INTERVIEW LIAISONS,JUGGLER HARDLY,LOVELY JINGLE,MURDER ANTITRUST,PICKUP DRIVING,PILOT HOOSIERS,SEARCHERS WAIT,STORY SIDE,STRAIGHT HOURS,TRUMAN CRAZY,UNBREAKABLE KARATE,WORKING MICROCOSMOS"
FRANKLIN,"BAKED CLEOPATRA,BAREFOOT MANCHURIAN,BIRD INDEPENDENCE,CHAMPION FLATLINERS,CIRCUS YOUTH,CRANES RESERVOIR,CURTAIN VIDEOTAPE,ENCINO ELF,FOREVER CANDIDATE,HARRY IDAHO,KISS GLORY,LIBERTY MAGNIFICENT,MOULIN WAKE,OPERATION OPERATION,PHANTOM GLORY,PLATOON INSTINCT,PLUTO OLEANDER,RESURRECTION SILVERADO,RUNAWAY TENENBAUMS,SCALAWAG DUCK,SCARFACE BANG,SNATCH SLIPPER,SPEAKEASY DATE,STRANGELOVE DESIRE,VOICE PEACH"
FRAZIER,"BLANKET BEVERLY,CANYON STOCK,CENTER DINOSAUR,DESIRE ALIEN,ESCAPE METROPOLIS,EXTRAORDINARY CONQUERER,FANTASY TROOPERS,GALAXY SWEETHEARTS,GILMORE BOILED,GRAPES FURY,HALL CASSIDY,HANGING DEEP,HOBBIT ALIEN,HUNCHBACK IMPOSSIBLE,JEDI BENEATH,JEKYLL FROGMEN,JEKYLL FROGMEN,KISSING DOLLS,METROPOLIS COMA,MIDNIGHT WESTWARD,OPEN AFRICAN,POND SEATTLE,REMEMBER DIARY,ROXANNE REBEL,SAMURAI LION,SEA VIRGIN,STING PERSONAL,STRANGELOVE DESIRE,TROOPERS METAL,UNDEFEATED DALMATIONS,VISION TORQUE,WIFE TURN"
